0,1
"Findon, 20, Greygates, Mount Merrion, Stillorgan-Mount Merrion ED, Blackrock, Dún Laoghaire-Rathdown, County Dublin, Leinster, A94 AN81, Éire / Ireland","(53.29892555, -6.205543039565756)"
"London Bridge, Pembroke West A ED, Dublin, County Dublin, Leinster, D04 CA43, Éire / Ireland","(53.33765235, -6.226641315799421)"
"Newcastle, South Dublin, Dublin 22, Leinster, D22 HK06, Éire / Ireland","(53.2999844, -6.5013576)"
"Bray (North), Shankill-Bray Bypass, Old Connaught, Shankhill-Rathmichael ED, Shankill, Dún Laoghaire-Rathdown, County Dublin, Leinster, A98 TY45, Éire / Ireland","(53.217676, -6.1272609)"
"Clarke's City Arms, Prussia Street, Oxmantown, Arran Quay E ED, Dublin, County Dublin, Leinster, D07 E1RD, Éire / Ireland","(53.3560081, -6.288092517451522)"
"Genoa Cafe, Main Street, Rush, Rush ED, Fingal, County Dublin, Leinster, K56 AY62, Éire / Ireland","(53.5227274, -6.0962353)"
"Blooms Hotel, 6, Anglesea Street, Temple Bar, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 C868, Éire / Ireland","(53.3447964, -6.262178398055743)"
"Little Venice, Swords Road, Santry, Airport ED, Fingal, County Dublin, Leinster, D09 X6X4, Éire / Ireland","(53.404354850000004, -6.240383645268608)"
"Nelson Street, Inns Quay B ED, Dublin, Dublin 7, Leinster, D01 H0F9, Éire / Ireland","(53.3572123, -6.26804)"
"Broadstone, Grangegorman, Arran Quay B ED, Dublin, Dublin 7, Leinster, D07 YPY2, Éire / Ireland","(53.3535962, -6.2737974)"
"Pembroke Road, Pembroke West B ED, Dublin, Dublin 4, Leinster, D04 PF51, Éire / Ireland","(53.3321283, -6.2362038)"
"Rehoboth Avenue, Merchants Quay F ED, Dublin, Dublin 8, Leinster, D08 WN40, Éire / Ireland","(53.3335894, -6.2889109)"
"Bank of Ireland, College Green, Royal Exchange A ED, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland","(53.34494875, -6.260203259102926)"
"Brighton, Cornelscourt, Dún Laoghaire-Rathdown, Dublin 18, Leinster, Éire / Ireland","(53.25698335, -6.174926920759983)"
"Mount Albion, Churchtown Upper, Churchtown Nutgrove ED, Dundrum, Dún Laoghaire-Rathdown, Dublin 14, Leinster, D14 KH93, Éire / Ireland","(53.2891067, -6.2564996)"
"National Library of Ireland, Kildare Street, Dublin, County Dublin, Leinster, D02 CY95, Éire / Ireland","(53.34109775, -6.254485944347109)"
"Star Asia Foods, Parnell Street, North City ED, Dublin, County Dublin, Leinster, D01 H578, Éire / Ireland","(53.3507519, -6.2650212)"
"Raymond Street, Merchants Quay E ED, Dublin, Dublin 8, Leinster, D08 P3K4, Éire / Ireland","(53.3330678, -6.276822)"
"Lombard Street East, Mansion House A ED, Dublin, Dublin 2, Leinster, D02 Y729, Éire / Ireland","(53.3460676, -6.2481432)"
"Holles Street, South Dock ED, Dublin, Dublin 2, Leinster, D02 FP40, Éire / Ireland","(53.3405656, -6.2459603)"
"Drishoge (St. Georges), Botanic B ED, Dublin, County Dublin, Leinster, Éire / Ireland","(53.370847, -6.2641092627725055)"
"Trinity College Dublin, College Green, Mansion House A ED, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland","(53.34366745, -6.254444724511822)"
"Dillons Barbers, Main Street, Swords Village ED, Fingal, County Dublin, Leinster, K67 V8Y6, Éire / Ireland","(53.456827200000006, -6.221499554213322)"
"Trinity College Dublin, College Green, Mansion House A ED, Dublin, County Dublin, Leinster, D02 VR66, Éire / Ireland","(53.34366745, -6.254444724511822)"
"Tarifa, Bog of Frogs Loop, Ben Eadair A ED, Howth, Fingal, County Dublin, Leinster, D13 YA32, Éire / Ireland","(53.3661526, -6.057811103145918)"
"ABC Europa Food, North Circular Road, Inns Quay A ED, Dublin, County Dublin, Leinster, D01 C2F6, Éire / Ireland","(53.3601661, -6.2632429)"
"Marrowbone Lane, The Liberties, Merchants Quay B ED, Dublin, Dublin 8, Leinster, D08 VF83, Éire / Ireland","(53.3412473, -6.2818916)"
"Rathfarnham, South Dublin, Dublin 14, Leinster, D14 K3T6, Éire / Ireland","(53.2988099, -6.2855388)"
"Bloomfield, Library Road, Dun Laoghaire-West Central ED, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 N6P6, Éire / Ireland","(53.2933181, -6.1398145)"
"Hardwicke Lane, Rotunda A ED, Dublin, Dublin 1, Leinster, D01 T3F2, Éire / Ireland","(53.3569159, -6.2637725)"
"Paradise Place, Inns Quay B ED, Dublin, Dublin 7, Leinster, D01 H0F9, Éire / Ireland","(53.3553628, -6.2670989)"
"China Info, 157, Parnell Street, Rotunda A ED, Dublin, County Dublin, Leinster, D01 CK74, Éire / Ireland","(53.3531397, -6.260608)"
"Hyde Engineering + Consulting Europe Limited, 27-29, Orwell Road, Rathgar, Rathfarnham A ED, Dublin, County Dublin, Leinster, D06 F6H9, Éire / Ireland","(53.3112927, -6.2738242)"
"Duke Street, Dublin, Dublin 2, Leinster, D02 VN26, Éire / Ireland","(53.3418812, -6.2588955)"
"New Ireland Road, Rialto, Ushers E ED, Dublin, Dublin 8, Leinster, D08 RF72, Éire / Ireland","(53.33689, -6.3010087)"
"Ireland Street, Dublin, Erath County, Texas, 76446, United States","(32.077623, -98.343828)"
"Eurofound, Wyattville Road, Loughlinstown, Killiney South ED, Dún Laoghaire-Rathdown, County Dublin, Leinster, D18 KP65, Éire / Ireland","(53.246441649999994, -6.131966620029932)"
